id,y
10441.0,56.99325942993164
10442.0,67.19623565673828
10443.0,150.82647705078125
10444.0,146.8718719482422
10445.0,7.612220287322998
10446.0,57.460506439208984
10447.0,323.71185302734375
10448.0,11.043911933898926
10449.0,53.75230026245117
10450.0,22.471149444580078
10451.0,15.699090003967285
10452.0,98.95125579833984
10453.0,198.0511932373047
10454.0,26.23726463317871
10455.0,71.54049682617188
10456.0,35.80736541748047
10457.0,28.681442260742188
10458.0,424.4922790527344
10459.0,21.876379013061523
10460.0,806.7717895507812
10461.0,26.532032012939453
10462.0,19.574569702148438
10463.0,110.10086822509766
10464.0,602.7557983398438
10465.0,59.135284423828125
10466.0,1154.5098876953125
10467.0,78.94361877441406
10468.0,91.48982238769531
10469.0,18.18387794494629
10470.0,415.9812316894531
10471.0,67.08885955810547
10472.0,17.610868453979492
10473.0,19.62270736694336
10474.0,64.4205322265625
10475.0,50.462276458740234
10476.0,83.77718353271484
10477.0,53.723472595214844
10478.0,709.8115844726562
10479.0,259.3178405761719
10480.0,66.02899932861328
10481.0,55.61233139038086
10482.0,36.90582275390625
10483.0,56.44660568237305
10484.0,301.0149841308594
10485.0,52.90287399291992
10486.0,67.64845275878906
10487.0,220.3915557861328
10488.0,20.62013053894043
10489.0,121.84980773925781
10490.0,62.415306091308594
10491.0,414.1915588378906
10492.0,65.31318664550781
10493.0,47.46626281738281
10494.0,50.77385330200195
10495.0,281.7454833984375
10496.0,197.70416259765625
10497.0,56.3795166015625
10498.0,12.616073608398438
10499.0,10.789039611816406
10500.0,78.83042907714844
10501.0,1340.43359375
10502.0,74.71572875976562
10503.0,32.64094924926758
10504.0,8.692222595214844
10505.0,91.04035949707031
10506.0,58.72404479980469
10507.0,111.40507507324219
10508.0,14.575211524963379
10509.0,79.93563842773438
10510.0,54.52753829956055
10511.0,30.976238250732422
10512.0,109.7904052734375
10513.0,43.283470153808594
10514.0,93.75457000732422
10515.0,62.25948715209961
10516.0,94.07588195800781
10517.0,67.71338653564453
10518.0,60.64338302612305
10519.0,35.263301849365234
10520.0,73.69168853759766
10521.0,34.07590866088867
10522.0,21.92318344116211
10523.0,586.4706420898438
10524.0,27.697917938232422
10525.0,76.79161071777344
10526.0,21.618146896362305
10527.0,11.782475471496582
10528.0,52.79703140258789
10529.0,21.49381446838379
10530.0,9.24022102355957
10531.0,11.62464714050293
10532.0,583.91015625
10533.0,34.6112060546875
10534.0,63.36109161376953
10535.0,50.93654251098633
10536.0,42.40360641479492
10537.0,102.70700073242188
10538.0,197.6205596923828
10539.0,94.29963684082031
10540.0,14.414179801940918
10541.0,44.19176483154297
10542.0,1046.215087890625
10543.0,66.74530029296875
10544.0,448.9271545410156
10545.0,31.695293426513672
10546.0,56.389949798583984
10547.0,3931.6162109375
10548.0,21.035785675048828
10549.0,44.890296936035156
10550.0,22.307889938354492
10551.0,67.04025268554688
10552.0,527.4937133789062
10553.0,36.428733825683594
10554.0,90.04997253417969
10555.0,1435.343994140625
10556.0,983.35595703125
10557.0,19.112838745117188
10558.0,50.95894241333008
10559.0,38.231056213378906
10560.0,13.931203842163086
10561.0,18.923131942749023
10562.0,50.160404205322266
10563.0,736.4581298828125
10564.0,19.280868530273438
10565.0,16.890525817871094
10566.0,1073.24560546875
10567.0,24.202253341674805
10568.0,36.81988525390625
10569.0,108.80347442626953
10570.0,1080.218017578125
10571.0,2095.9033203125
10572.0,22.028980255126953
10573.0,182.4352264404297
10574.0,818.15966796875
10575.0,219.2039794921875
10576.0,411.6665344238281
10577.0,95.96118927001953
10578.0,27.542390823364258
10579.0,27.319623947143555
10580.0,9.77994155883789
10581.0,72.79781341552734
10582.0,7.197521686553955
10583.0,1077.40771484375
10584.0,31.5150203704834
10585.0,419.0597229003906
10586.0,21.396730422973633
10587.0,1976.2725830078125
10588.0,6.874479293823242
10589.0,43.9172477722168
10590.0,141.35499572753906
10591.0,40.57033920288086
10592.0,15.599411010742188
10593.0,31.142349243164062
